Species CountA CountC CountG CountT CountA_Syn CountC_Syn CountG_Syn CountT_Syn
Saxicola_rubicola.ND2 2117 2513 876 1760 542 504 79 292
Saxicola_torquata.ND2 35628 41989 14175 29649 8857 8602 1209 4872
Scapanulus_oweni.CytB 2343 1989 1079 2296 834 218 63 190
Scaphirhynchus_albus.ND2 1197 1313 535 807 302 342 55 48
Scaphirhynchus_platorynchus.COX1 1871 2249 1507 2128 495 530 187 212
Scaphirhynchus_platorynchus.COX2 830 772 493 664 206 124 58 56
Scaphirhynchus_platorynchus.CytB 1824 2251 1062 1703 512 529 131 95
Scaphirhynchus_platorynchus.ND1 1102 1296 563 927 351 283 54 64
Scaphirhynchus_platorynchus.ND2 1195 1313 536 808 300 343 55 48
Scartelaos_histophorus.CytB 1111 1376 670 1391 299 286 35 220
Scarus_ghobban.ATP6 2762 3502 1535 3089 795 692 159 604
Scarus_ghobban.ATP8 235 268 110 212 40 52 29 NA
Scarus_rubroviolaceus.ATP6 2838 3752 1711 3267 795 738 239 652
Scarus_rubroviolaceus.ATP8 199 227 75 157 39 44 20 NA
Sceloporus_aeneus.ATP6 3454 3231 1153 3381 1185 443 74 522
Sceloporus_arenicolus.CytB 3018 2752 1392 2936 921 391 151 259
Sceloporus_bicanthalis.ND1 3422 2692 1280 2836 1019 439 63 214
Sceloporus_cowlesi.ND1 10794 8959 4268 8823 3360 1242 353 922
Sceloporus_graciosus.CytB 5833 5151 2515 5575 1836 771 201 453
Sceloporus_graciosus.ND1 17307 13672 6413 14771 5200 1927 339 1560
Sceloporus_occidentalis.ND1 16362 13966 6387 12551 5548 2085 440 1040
Sceloporus_scalaris.ATP6 2334 2083 711 2231 809 254 60 329
Sceloporus_slevini.ATP6 2046 1881 674 2089 683 273 50 308
Sceloporus_tristichus.ND1 40209 34668 16929 33773 12423 5063 1668 3448
Sceloporus_undulatus.ND1 18228 15386 7378 15035 5737 2242 623 1454
Schedophilus_velaini.CytB 1081 1464 677 1314 281 364 41 165
Schismatogobius_ampluvinculus.COX1 5851 6212 4273 6794 1680 1099 419 1062
Schismatogobius_ampluvinculus.COX2 1685 1812 1088 1625 342 392 64 192
Schismatogobius_ampluvinculus.COX3 2697 3322 2145 3131 702 698 212 428
Schismatogobius_ampluvinculus.CytB 6031 8251 4484 8522 1260 1892 460 1270
Schismatogobius_ampluvinculus.ND4 6174 8747 4722 7477 1520 2266 599 1078
Schizopyge_niger.COX1 1223 1212 858 1345 378 186 114 189
Schizopygopsis_malacanthus.ATP8 267 208 112 223 50 36 4 28
Schizopygopsis_malacanthus.COX1 2752 2731 1996 3355 775 445 254 535
Schizopygopsis_malacanthus.COX2 1267 1064 670 1139 294 177 53 135
Schizopygopsis_malacanthus.COX3 1240 1257 848 1350 355 216 90 154
Schizopygopsis_malacanthus.CytB 2623 2757 1757 3123 778 466 265 351
Schizopygopsis_malacanthus.ND1 1414 1718 1038 1662 391 353 186 222
Schizopygopsis_malacanthus.ND2 1395 1590 900 1335 415 424 158 273
Schizopygopsis_malacanthus.ND3 527 537 376 648 142 107 43 65
Schizopygopsis_malacanthus.ND4 2282 2141 1405 2452 605 401 173 292
Schizopygopsis_malacanthus.ND4L 325 436 275 434 109 85 38 60
Schizopygopsis_pylzovi.COX1 2013 1952 1377 2398 580 295 151 406
Schizopygopsis_pylzovi.CytB 12147 12751 8182 14800 3531 2224 1201 1725
Schizopygopsis_pylzovi.ND1 911 1138 709 1130 263 236 113 164
Schizopygopsis_stoliczkai.CytB 5290 5474 3494 6262 1597 954 509 648
Schizopygopsis_thermalis.CytB 5037 5179 3246 5918 1591 912 411 615
Schizopygopsis_younghusbandi.COX1 1571 1552 1140 1929 443 249 135 313
Schizopygopsis_younghusbandi.CytB 13325 13684 8633 15658 4261 2417 1088 1588
Schizopygopsis_younghusbandi.ND4 1851 1769 1220 2060 495 331 140 263
Schizothorax_biddulphi.CytB 1862 1928 1111 1939 585 315 139 196
Schizothorax_esocinus.COX1 2464 2354 1704 2766 761 350 210 405
Schizothorax_esocinus.CytB 1511 1569 973 1632 444 244 166 160
Schizothorax_kozlovi.CytB 1806 1905 1177 1952 520 300 201 199
Schizothorax_labiatus.CytB 1514 1576 976 1634 443 246 167 164
Schizothorax_labiatus.ND2 1212 1331 708 925 350 263 169 90
Schizothorax_labiatus.ND4 1580 1608 920 1412 455 291 141 121
Schizothorax_lantsangensis.CytB 1157 1280 828 1295 330 216 156 114
Schizothorax_macropogon.CytB 2107 2210 1330 2270 621 360 205 222
Schizothorax_oconnori.CytB 24354 25124 15245 26237 7293 3948 2220 2695
Schizothorax_plagiostomus.COX1 2846 2752 2000 3217 875 414 259 461
Schizothorax_plagiostomus.COX3 874 886 533 839 260 156 50 71
Schizothorax_plagiostomus.CytB 3015 3127 1915 3253 885 491 329 320
Schizothorax_plagiostomus.ND2 1226 1311 686 953 359 261 138 97
Schizothorax_plagiostomus.ND4 1609 1572 889 1450 462 293 124 121
Schizothorax_prenanti.CytB 4181 4423 2792 4564 1192 722 503 423
Schizothorax_prenanti.ND4 1567 1591 920 1442 444 300 148 125
Schizothorax_progastus.COX1 1643 1578 1138 1833 513 233 142 268
Schizothorax_pseudoaksaiensis.CytB 1557 1608 928 1607 505 252 110 166
Schizothorax_richardsonii.ATP6 6446 5935 3161 6250 2157 961 455 543
Schizothorax_richardsonii.ATP8 336 245 111 280 55 36 6 29
Schizothorax_richardsonii.CytB 3941 4096 2530 4253 1157 636 429 430
Schizothorax_waltoni.COX1 2002 1990 1439 2309 589 301 192 347
Schizothorax_waltoni.COX2 1039 871 577 957 245 130 49 134
Schizothorax_waltoni.CytB 2958 3189 1942 3221 861 545 324 295
Schizothorax_wangchiachii.CytB 2122 2214 1368 2276 607 364 242 205
Scincella_lateralis.CytB 22132 21507 10791 25370 5774 3591 655 3125
Sciurus_lis.CytB 6659 7056 3133 8100 1567 1327 84 1245
Sciurus_vulgaris.ATP6 1031 935 407 1092 228 147 28 204
Sciurus_vulgaris.COX1 2597 2068 1511 3053 728 280 89 510
Sciurus_vulgaris.COX2 898 644 350 832 184 60 8 152
Sciurus_vulgaris.COX3 2012 1757 991 2180 542 280 26 303
Sciurus_vulgaris.CytB 14320 15033 6898 17892 3416 2554 185 3015
Sciurus_vulgaris.ND1 1917 1694 700 1765 546 302 14 251
Sciurus_vulgaris.ND2 2850 2366 700 2697 642 398 1 399
Sciurus_vulgaris.ND3 400 367 184 474 79 76 80 NA
Sciurus_vulgaris.ND4 3191 2580 1062 3168 795 434 47 408
Sciurus_vulgaris.ND4L 471 455 223 645 104 80 16 127
Scleropages_formosus.ATP6 5781 7787 2596 5517 1849 1811 276 469
Scleropages_formosus.ATP8 221 232 58 149 48 39 3 14
Scleropages_formosus.CytB 1874 2352 921 1621 556 508 67 91
Scleropages_formosus.ND1 5279 6165 2591 4298 1843 1321 183 244
Scleropages_formosus.ND2 10796 11530 4202 7159 2588 3031 162 556
Scleropages_formosus.ND4 11007 12413 4971 8869 2943 3008 387 875
Scleropages_jardinii.ATP6 614 921 362 743 160 216 56 88
Scleropages_jardinii.ND2 707 800 356 513 228 172 16 52
Scoliodon_macrorhynchos.ND2 1152 993 365 1102 281 191 16 161
Scomber_australasicus.ATP6 2137 2663 1096 2489 658 548 66 457
Scomber_australasicus.CytB 4575 5980 2922 5393 1407 1329 154 697
Scomber_colias.ATP6 987 1278 500 1123 315 276 20 199
Scomber_colias.CytB 12005 15636 7606 13773 3660 3429 470 1772
Scomber_japonicus.ATP6 969 1273 505 1141 293 283 23 205
Scomber_japonicus.CytB 17163 22672 11064 19781 5263 5103 644 2439
Scomber_scombrus.CytB 3469 4661 2549 4141 991 989 270 598
Scomberomorus_commerson.CytB 1395 1938 828 1524 386 463 47 169
Scomberomorus_munroi.COX1 1950 2226 1352 2197 575 443 82 350
Scomberomorus_munroi.ND1 988 1246 556 1098 274 312 36 164
Scomberomorus_munroi.ND2 1083 1275 477 945 257 329 25 145
Scomberomorus_munroi.ND4 1524 1727 776 1493 390 399 60 217
Scomberomorus_munroi_x_Scomberomorus_semifasciatus.COX1 1986 2238 1364 2197 580 443 82 350
Scomberomorus_munroi_x_Scomberomorus_semifasciatus.ND1 988 1246 556 1098 274 312 36 164
Scomberomorus_munroi_x_Scomberomorus_semifasciatus.ND4 1524 1727 776 1493 390 399 60 217
Scomberomorus_niphonius.CytB 1164 1372 656 1368 309 258 31 210
Scomberomorus_semifasciatus.ATP6 6784 8384 3785 8090 2089 1701 409 1304
Scomberomorus_semifasciatus.ATP8 482 481 208 412 74 70 11 76
Scomberomorus_semifasciatus.COX1 1986 2238 1364 2197 580 443 82 350
Scomberomorus_semifasciatus.ND1 988 1246 556 1098 274 312 36 164
Scomberomorus_semifasciatus.ND4 1524 1727 776 1493 390 399 60 217
Scombrops_boops.CytB 26789 37470 17390 32884 6908 9186 1420 4102
Scombrops_gilberti.CytB 12616 16589 7759 15476 3268 3973 456 2147
Scophthalmus_rhombus.CytB 2682 3819 2188 3851 587 928 263 561
Scotophilus_viridis.CytB 2049 1813 882 2060 542 352 58 147
Scyliorhinus_canicula.ND2 1849 1516 677 1880 439 290 36 262
Sebastiscus_marmoratus.ATP6 4255 4832 2048 4528 1285 1059 140 666
Sebastiscus_marmoratus.CytB 1129 1326 707 1398 301 291 61 177
Seiurus_aurocapilla.ND2 7132 8413 2414 5846 1793 1875 207 790
Semnopithecus_entellus.CytB 3301 3314 1390 3335 801 653 132 305
Seriola_dumerili.CytB 2974 4249 1942 3399 752 1018 210 359
Seriola_rivoliana.CytB 2229 3022 1375 2494 579 731 108 256
Serranochromis_macrocephalus.ND2 3781 5385 1720 3784 847 1399 85 833
Serranus_cabrilla.CytB 1286 1689 945 1750 290 335 129 289
Serranus_hepatus.CytB 1028 1229 765 1514 221 217 92 266
Setophaga_coronata.CytB 1231 1530 577 1114 396 305 21 111
Setophaga_coronata.ND1 1535 1927 841 1547 470 388 89 173
Setophaga_coronata.ND2 1206 1388 392 998 292 328 24 142
Setophaga_petechia.ATP6 1819 2204 612 1494 665 408 69 164
Setophaga_petechia.ND2 3376 4004 1142 2896 739 884 118 465
Shinisaurus_crocodilurus.CytB 5208 5039 2095 5457 1379 794 83 805
Sibynophis_chinensis.CytB 3027 2701 1149 2843 843 378 129 216
Sibynophis_collaris.CytB 2361 2139 900 2159 685 294 91 180
Sibynophis_collaris.ND2 1800 1377 512 1152 439 240 65 114
Sicydium_buscki.ATP6 7489 8626 3737 8141 2738 1451 315 1556
Sicydium_punctatum.ATP6 3159 3869 1761 3637 1107 649 221 702
Siganus_argenteus.CytB 4915 6175 2882 5408 1425 1360 150 681
Siganus_canaliculatus.CytB 5490 7308 3281 5581 1600 1661 214 560
Siganus_fuscescens.CytB 3764 5012 2245 3799 1097 1136 150 372
Siganus_guttatus.CytB 2775 3185 1463 2837 868 601 51 346
Siganus_puellus.CytB 4432 5577 2537 4509 1277 1225 187 440
Siganus_unimaculatus.CytB 3309 4101 1786 3344 1007 927 59 327
Siganus_virgatus.CytB 4026 4559 2130 4105 1260 909 90 433
Siganus_vulpinus.CytB 3316 4101 1782 3341 1012 927 57 326
Sillago_ciliata.ATP6 646 868 462 748 208 173 76 124
Silurus_asotus.COX2 792 779 452 737 166 170 23 96
Silurus_asotus.CytB 8325 8985 4206 8535 2401 1900 399 703
Silurus_asotus.ND1 2242 2275 1149 2110 739 495 83 182
Silurus_asotus.ND2 1298 1241 487 970 386 259 33 85
Sinibotia_robusta.CytB 2619 2482 1262 2517 921 360 63 264
Siniperca_chuatsi.ATP6 1050 1358 523 1155 280 289 51 188
Siniperca_chuatsi.COX1 1952 2220 1396 2217 547 445 118 340
Siniperca_chuatsi.COX2 804 787 456 713 186 150 36 90
Siniperca_chuatsi.COX3 1399 1663 897 1501 371 329 47 208
Siniperca_chuatsi.CytB 8293 9938 4673 9015 2535 2125 162 961
Siniperca_chuatsi.ND1 1239 1603 724 1294 364 359 67 181
Siniperca_chuatsi.ND3 318 438 201 435 86 108 9 65
Siniperca_chuatsi.ND4 1874 2168 1003 1855 470 499 106 255
Siniperca_knerii.CytB 1190 1405 669 1296 366 293 22 141
Siniperca_scherzeri.ATP6 1382 1844 703 1519 343 423 77 228
Siniperca_scherzeri.ATP8 195 226 74 165 35 40 4 30
Siniperca_scherzeri.COX1 3118 3543 2243 3552 873 707 190 551
Siniperca_scherzeri.COX2 1410 1372 798 1250 325 258 65 159
Siniperca_scherzeri.COX3 1790 2150 1147 1933 451 429 64 283
Siniperca_scherzeri.CytB 15436 20377 9660 17227 4378 4473 572 2015
Siniperca_scherzeri.ND1 2216 2879 1320 2333 656 662 125 311
Siniperca_scherzeri.ND3 437 640 315 582 127 142 16 93
Siniperca_scherzeri.ND4 3777 4315 2007 3701 984 991 219 482
Siniperca_scherzeri.ND4L 327 506 216 421 121 109 19 72
Siniperca_undulata.CytB 1174 1436 675 1275 347 303 29 137
Sinogastromyzon_puliensis.CytB 2940 2995 1509 2815 997 531 97 214
Siphateles_bicolor.CytB 22164 22412 13170 23885 6510 3901 1754 2435
Sistrurus_catenatus.ATP6 1568 1571 527 1284 370 333 41 164
Sitta_carolinensis.ND2 26289 27435 8623 18785 8128 5173 646 2010
Sittasomus_griseicapillus.COX2 1026 977 480 922 236 152 12 161
Snyderichthys_copei.CytB 4475 5208 3085 5280 1223 1057 450 594
Solea_senegalensis.CytB 5615 6950 3642 6473 1405 1533 282 945
Solea_solea.CytB 32174 36360 18561 36325 8825 7593 1456 4630
Sorex_araneus.CytB 31446 30961 14253 31352 9871 5120 581 3133
Sorex_asper.CytB 3226 3139 1481 3404 1009 503 61 391
Sorex_bedfordiae.CytB 1355 1211 591 1379 429 166 16 162
Sorex_caecutiens.CytB 17396 18038 8469 17332 5619 2870 524 1791
Sorex_cinereus.CytB 21905 20297 9703 21805 7046 2873 297 2283
Sorex_cylindricauda.CytB 9837 8772 4288 10076 3107 1232 163 1198
Sorex_minutissimus.CytB 20334 20898 10013 21331 6044 3941 514 1869
Sorex_monticolus.CytB 20568 19922 9659 21287 6137 3490 388 1782
Sorex_palustris.CytB 6323 5863 2835 6523 1858 916 117 603
Sorex_tundrensis.CytB 34048 34267 16450 35910 10372 5212 866 4418
Sorex_ugyunak.CytB 4448 3939 1930 4425 1459 469 57 499
Sorex_unguiculatus.CytB 10055 10094 4563 9398 3338 1606 161 834
Sotalia_guianensis.CytB 3116 3196 1238 2656 998 563 36 229
Spalax_carmeli.ATP6 1370 1200 418 1062 390 201 23 122
Sparus_aurata.CytB 1520 1936 1037 1933 400 440 75 302
Spheniscus_demersus.CytB 2539 3344 1085 2152 733 819 27 151
Spheniscus_humboldti.CytB 2217 2983 948 1832 639 734 26 119
Sphenodon_punctatus.ATP6 3768 3467 1580 3031 1073 586 212 403
Sphenodon_punctatus.ATP8 226 242 121 173 61 41 16 20
Sphenodon_punctatus.COX1 12180 10124 5853 10566 3826 1516 228 836
Sphenodon_punctatus.COX2 3315 2803 1214 2204 931 382 63 167
Sphenodon_punctatus.COX3 3208 2915 1831 3497 899 520 160 301
Sphenodon_punctatus.CytB 7042 6362 3025 6502 1926 1129 219 424
Sphenodon_punctatus.ND1 7989 5779 3138 6736 2163 859 257 601
Sphenodon_punctatus.ND2 6268 5063 1960 5223 1466 967 148 357
Sphenodon_punctatus.ND3 674 703 296 606 195 147 8 71
Sphenodon_punctatus.ND4 5988 4849 2284 5036 1597 879 178 415
Sphenodon_punctatus.ND4L 592 522 297 672 127 111 30 103
Sphoeroides_pachygaster.CytB 1067 1363 640 1286 272 291 48 210
Spicara_maena.CytB 1388 1667 890 1755 338 335 89 295
Spicara_smaris.CytB 1091 1312 746 1411 276 271 81 236
Spinibarbus_caldwelli.CytB 3320 3152 1607 3231 1084 480 125 301
Spinibarbus_denticulatus.CytB 1700 1618 799 1583 572 223 49 161
Spinus_spinus.ND2 2287 2469 703 1807 638 528 50 220
Sprattus_sprattus.CytB 1857 2297 1563 2263 529 381 285 283
Squalidus_argentatus.CytB 43663 46003 23653 44001 14063 7894 2345 4960
Squalidus_chankaensis.CytB 3704 4052 1993 3715 1178 765 194 375
Squalidus_japonicus.CytB 1518 1689 860 1543 477 321 95 155
Squaliobarbus_curriculus.ATP8 307 241 83 179 58 38 2 10
Squaliobarbus_curriculus.COX1 2915 2864 1925 3132 950 481 171 446
Squaliobarbus_curriculus.COX2 1238 1123 700 1079 290 180 53 138
Squaliobarbus_curriculus.COX3 1510 1615 944 1412 494 260 58 158
Squaliobarbus_curriculus.CytB 2663 2650 1330 2477 896 464 90 200
Squaliobarbus_curriculus.ND1 2298 2343 1201 1934 864 428 122 149
Squaliobarbus_curriculus.ND2 2621 2754 1160 1817 789 590 122 187
Squaliobarbus_curriculus.ND3 572 651 315 550 203 121 34 50
Squaliobarbus_curriculus.ND4 3421 3169 1574 2876 1032 582 135 248
Squaliobarbus_curriculus.ND4L 525 647 344 542 213 129 19 38
Squalius_carolitertii.CytB 1768 2003 1149 1884 502 400 188 167
Squalius_cephalus.CytB 1224 1291 722 1299 379 230 92 140
Squalius_lucumonis.CytB 1205 1309 739 1283 335 241 116 128
Squalius_pyrenaicus.CytB 21711 24432 13770 22869 6448 4913 1954 1997
Squalus_montalbani.ND2 1440 1462 541 1401 321 331 45 195
Squatina_nebulosa.ND2 1199 1081 405 1215 293 210 15 196
Stachyris_ruficeps.CytB 1939 2266 929 1706 671 420 64 138
Stachyris_ruficeps.ND2 1596 1849 595 1150 463 362 88 123
Stegostoma_fasciatum.ATP6 1311 1080 364 1241 356 154 12 150
Stenella_attenuata.ATP6 10993 10101 3537 11032 2882 1470 246 1687
Stenella_attenuata.ATP8 1047 953 205 797 204 143 31 113
Stenella_attenuata.COX1 28185 22734 15474 30949 8376 2905 678 4979
Stenella_attenuata.COX2 9937 7580 4108 8270 2219 1339 88 1030
Stenella_attenuata.COX3 9984 10319 4570 10254 2579 1980 25 1202
Stenella_attenuata.CytB 20402 19963 8372 18636 6034 3309 216 1938
Stenella_attenuata.ND1 14848 13422 5191 12245 5042 2040 151 1346
Stenella_attenuata.ND2 19858 15642 4331 15028 4775 2864 66 1623
Stenella_attenuata.ND3 2079 1924 820 2063 445 408 3 282
Stenella_attenuata.ND4 28138 24453 8963 25696 6586 4685 284 2928
Stenella_attenuata.ND4L 2063 1785 863 2300 534 408 23 189
Stenella_coeruleoalba.CytB 4020 4015 1666 3691 1193 745 56 300
Stenella_longirostris.ATP6 15178 13874 4822 14689 3603 2221 288 2100
Stenella_longirostris.COX1 32444 25966 18210 36369 9567 3207 867 5982
Stenella_longirostris.COX2 11864 8890 5094 10229 2497 1472 252 1324
Stenella_longirostris.COX3 11421 11700 5471 12102 2901 2229 68 1409
Stenella_longirostris.CytB 26239 25619 10703 23603 7716 4594 359 2079
Stenella_longirostris.ND4 32392 27691 10306 30035 7928 4836 174 3937
Stenodus_leucichthys.CytB 1095 1421 770 1274 284 336 79 135
Stenodus_leucichthys.ND1 874 1131 654 1061 231 271 89 165
Stigmochelys_pardalis.CytB 8888 8463 3320 7604 2696 1335 168 608
Stiphrornis_erythrothorax.ND2 2156 2564 895 1651 539 592 136 152
Stiphrornis_sanghensis.CytB 1251 1583 617 1109 407 324 45 88
Sturnella_magna.CytB 5878 7453 2870 5459 1842 1589 151 501
Sturnella_magna.ND2 6636 7970 2308 5658 1424 1776 196 925
Sturnella_neglecta.CytB 1787 2318 859 1660 563 493 43 149
Sturnella_neglecta.ND2 2406 2944 897 2057 516 659 91 335
Sturnira_erythromos.CytB 2577 3002 1193 2300 802 607 39 211
Sturnira_lilium.CytB 9640 11437 4490 8453 2975 2337 165 734
Sturnira_luisi.CytB 2244 2687 1039 1968 682 560 38 162
Sturnira_magna.CytB 1280 1501 610 1145 398 302 16 110
Sturnira_parvidens.CytB 5361 6550 2618 4749 1649 1352 109 412
Sturnira_tildae.CytB 3857 4551 1857 3379 1261 882 49 340
Sturnus_vulgaris.COX2 973 1129 547 756 221 276 36 59
Sturnus_vulgaris.ND2 6063 6917 2652 4778 1606 1536 372 502
Suncus_murinus.CytB 18478 16182 8543 20749 4819 2999 358 2528
Suncus_murinus.ND2 2403 1522 560 2255 453 299 20 253
Sus_barbatus.CytB 3582 3340 1480 2968 1130 519 94 128
Sus_celebensis.CytB 2155 2015 877 1775 695 304 40 87
Sus_scrofa.ATP6 14450 12213 4450 11599 4168 1783 542 991
Sus_scrofa.ATP8 2100 1122 331 1226 405 78 27 78
Sus_scrofa.COX1 36921 31476 21133 36913 11669 4895 1760 4140
Sus_scrofa.COX2 6629 4820 2555 5229 1568 621 117 664
Sus_scrofa.COX3 11758 11545 5988 10641 3722 1808 306 905
Sus_scrofa.CytB 84355 80399 36287 73519 27421 12197 1959 4286
Sus_scrofa.ND1 20324 18325 7702 15460 7439 2829 363 816
Sus_scrofa.ND2 30175 21237 7263 18357 8183 3276 524 817
Sus_scrofa.ND3 3992 3318 1185 2888 1403 585 4 173
Sus_scrofa.ND4 36279 31177 10588 27433 10485 5354 542 2042
Sus_scrofa.ND4L 2942 2367 1116 2884 865 306 138 270
Sus_scrofa_domesticus.ATP6 1382 1171 418 1097 401 174 49 91
Sus_scrofa_domesticus.ATP8 467 244 73 278 88 16 6 16
Sus_scrofa_domesticus.COX1 4503 3838 2574 4505 1423 596 213 509
Sus_scrofa_domesticus.COX3 1610 1577 825 1469 508 245 41 127
Sus_scrofa_domesticus.CytB 4662 4305 1906 3908 1479 641 100 217
Sus_scrofa_domesticus.ND1 2191 1984 827 1655 804 309 39 87
Sus_scrofa_domesticus.ND2 3262 2300 788 1978 889 356 56 86
Sus_scrofa_domesticus.ND3 723 605 218 524 253 107 2 31
Sus_scrofa_domesticus.ND4 4245 3631 1241 3222 1224 624 63 238
Sus_scrofa_domesticus.ND4L 462 375 172 446 140 50 18 40
Sus_verrucosus.CytB 1432 1318 605 1192 448 203 45 52
Sylvia_atricapilla.ND2 3474 3698 1082 2761 967 627 96 425
Sylviparus_modestus.ATP6 1373 1714 496 1184 463 353 56 116
Sylviparus_modestus.CytB 3433 4382 1616 3109 1062 958 54 286
Sylviparus_modestus.ND2 4307 5153 1643 3429 1167 1123 161 501
Symphalangus_syndactylus.COX1 3654 4023 2277 3897 1011 926 109 424
Symphalangus_syndactylus.COX2 1401 1453 693 1220 329 269 54 178
Symphalangus_syndactylus.COX3 1667 2016 934 1647 424 456 89 127
Symphalangus_syndactylus.CytB 4456 4948 1796 3620 1293 1083 70 185
Symphalangus_syndactylus.ND1 1941 2128 694 1600 512 508 30 148
Symphalangus_syndactylus.ND2 2588 2474 731 1911 627 568 21 176
Symphalangus_syndactylus.ND4 4938 5052 1438 4415 1070 1101 64 531
Symphalangus_syndactylus.ND4L 609 623 211 615 169 120 8 54
Symphysodon_aequifasciata.CytB 3146 3936 1652 3739 803 955 58 421
Synallaxis_albescens.COX2 828 869 381 646 204 177 1 70
Syngnathus_schlegeli.CytB 1753 1919 1085 2047 385 411 96 264
Syngnathus_typhle.CytB 1112 1286 721 1357 277 309 37 169
Syrmaticus_ellioti.CytB 2568 3194 1096 2261 788 707 41 191
Syrmaticus_ellioti.ND2 1309 1381 335 1055 352 317 4 111
Syrmaticus_humiae.CytB 1275 1589 553 1143 390 351 20 100
Tachycineta_bicolor.ND2 13262 15712 4200 10161 3418 3469 318 1206
Tachyoryctes_splendens.CytB 2444 2823 1211 3215 569 584 52 462
Taeniopygia_guttata.COX1 1833 1877 1019 1463 693 302 51 122
Taeniopygia_guttata.CytB 1312 1549 593 1106 440 311 37 72
Taeniopygia_guttata.ND1 1141 1276 527 956 417 229 51 59
Taeniopygia_guttata.ND3 399 437 179 377 115 89 19 26
Taeniopygia_guttata.ND4 2126 2402 766 1591 666 489 47 148
Taeniura_lymma.ND2 1928 1786 541 1559 540 338 24 167
Takifugu_fasciatus.CytB 1195 1410 656 1263 333 308 42 145
Takifugu_flavidus.ATP6 735 911 340 738 216 188 33 119
Takifugu_flavidus.COX2 973 1022 519 930 197 198 20 147
Takifugu_flavidus.COX3 815 983 494 816 238 199 23 91
Takifugu_flavidus.CytB 1192 1435 655 1242 433 383 40 182
Takifugu_flavidus.ND3 251 426 169 306 79 121 9 28
Takifugu_flavidus.ND4 1532 1768 761 1459 401 380 48 220
Takifugu_niphobles.CytB 1131 1351 622 1252 340 290 25 144
Takifugu_oblongus.CytB 901 1053 497 951 365 299 32 148
Takifugu_ocellatus.CytB 1111 1392 624 1228 327 296 24 156
Takifugu_rubripes.ATP6 735 908 339 742 214 187 31 123
Takifugu_rubripes.COX1 1556 1806 1115 1703 444 384 76 234
Takifugu_rubripes.COX2 972 1025 521 932 199 197 19 150
Takifugu_rubripes.COX3 817 998 496 821 234 208 17 94
Takifugu_rubripes.CytB 1197 1401 632 1270 435 364 33 199
Takifugu_rubripes.ND2 1237 1246 451 918 309 275 28 138
Takifugu_rubripes.ND4 1514 1767 780 1459 393 376 56 223
Takifugu_rubripes.ND4L 290 386 166 334 110 81 10 38
Takifugu_stictonotus.CytB 1083 1337 650 1274 303 288 46 158
Takifugu_xanthopterus.CytB 1136 1383 608 1229 347 310 9 137
Takydromus_amurensis.CytB 4258 4524 2160 4976 1047 869 226 546
Takydromus_septentrionalis.CytB 28966 27235 13569 36583 6693 4745 897 5069
Takydromus_tachydromoides.CytB 2230 2319 1176 2603 609 395 90 342
Talpa_europaea.CytB 55396 48138 26640 51604 19080 4981 3127 3271
Talpa_romana.CytB 39996 34652 18632 35996 13732 4153 1946 1900
Tamandua_tetradactyla.CytB 1472 1318 567 1191 510 180 18 76
Tamias_amoenus.COX2 1398 965 511 1212 353 104 8 158
Tamias_amoenus.CytB 1950 1850 811 2139 518 293 6 281
Tamias_cinereicollis.ATP6 1499 1290 468 1489 385 223 11 197
Tamias_cinereicollis.COX1 3165 2367 1692 3549 939 302 61 567
Tamias_cinereicollis.COX3 918 769 424 937 284 119 8 107
Tamias_cinereicollis.ND3 444 338 144 454 104 59 49 NA
Tamias_dorsalis.ATP6 2331 2004 742 2348 591 359 20 298
Tamias_dorsalis.COX1 4957 3699 2678 5595 1464 468 108 895
Tamias_dorsalis.COX2 3068 2137 1131 2736 679 254 54 377
Tamias_dorsalis.COX3 2527 2121 1166 2568 790 322 21 295
Tamias_dorsalis.CytB 4567 4369 1892 5006 1194 765 43 581
Tamias_dorsalis.ND3 1223 942 394 1236 282 172 2 123
Tamias_minimus.COX2 924 636 338 814 229 62 10 113
Tamias_minimus.CytB 9176 9063 3904 10134 2472 1630 96 1137
Tamias_quadrivittatus.ATP6 1486 1278 478 1504 367 226 13 204
Tamias_quadrivittatus.COX1 3173 2358 1686 3556 948 292 59 575
Tamias_quadrivittatus.COX2 1760 1241 640 1543 392 158 32 202
Tamias_quadrivittatus.COX3 1380 1154 634 1404 431 173 10 161
Tamias_quadrivittatus.ND3 773 603 256 783 179 111 2 76
Tamias_quadrivittatus.ND4 4053 3050 1146 3712 1015 431 45 397
Tamias_senex.CytB 5519 5158 2229 6015 1526 760 14 796
Tamias_sibiricus.COX2 10546 6870 3790 9953 2422 790 25 1549
Tamias_sibiricus.CytB 36735 31626 14961 40221 10651 4552 459 4233
Tamias_striatus.CytB 1958 1787 838 2185 569 273 23 268
Tamias_umbrinus.COX1 3600 2690 1953 4069 1057 337 83 654
Tamias_umbrinus.COX3 1147 962 533 1168 361 152 9 127
Tamias_umbrinus.ND3 668 510 214 678 152 97 2 65
Tamiops_maritimus.CytB 6381 6956 2834 6569 1746 1291 98 726
Tamiops_swinhoei.CytB 2573 2670 1118 2735 636 504 43 293
Tanakia_himantegus.CytB 8573 8171 5075 10099 2271 1479 620 1120
Tanakia_koreensis.CytB 8039 9178 5711 9779 1914 1854 936 999
Tanakia_lanceolata.CytB 3924 4602 2614 4609 819 1048 452 392
