HAGRID	Kingdom	Phylum	Class	Order	Family	Genus	Species	Common.name	Female.maturity..days.	Male.maturity..days.	Gestation.Incubation..days.	Weaning..days.	Litter.Clutch.size	Litters.Clutches.per.year	Inter.litter.Interbirth.interval	Birth.weight..g.	Weaning.weight..g.	Adult.weight..g.	Growth.rate..1.days.	Maximum.longevity..yrs.	Source	Specimen.origin	Sample.size	Data.quality	IMR..per.yr.	MRDT..yrs.	Metabolic.rate..W.	Body.mass..g.	Temperature..K.	References
50	Animalia	Chordata	Actinopterygii	Characiformes	Alestiidae	Brycinus	Brycinus_imberi	Spot-tail	NA	NA	NA	NA	NA	NA	NA	NA	NA	165	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
51	Animalia	Chordata	Actinopterygii	Characiformes	Alestiidae	Brycinus	Brycinus_macrolepidotus	Silversides	NA	NA	NA	NA	NA	NA	NA	NA	NA	1100	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
52	Animalia	Chordata	Actinopterygii	Characiformes	Alestiidae	Hydrocynus	Hydrocynus_vittatus	Tiger fish	NA	NA	NA	NA	NA	NA	NA	NA	NA	15400	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
53	Animalia	Chordata	Actinopterygii	Characiformes	Alestiidae	Micralestes	Micralestes_acutidens	Sharptooth tetra	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
54	Animalia	Chordata	Actinopterygii	Characiformes	Characidae	Astyanax	Astyanax_bimaculatus	Twospot astyanax	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
55	Animalia	Chordata	Actinopterygii	Characiformes	Characidae	Piaractus	Piaractus_brachypomus	Pirapitinga	NA	NA	NA	NA	NA	NA	NA	NA	NA	13750	NA	28	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
56	Animalia	Chordata	Actinopterygii	Characiformes	Citharinidae	Distichodus	Distichodus_niloticus	Nile distichodus	NA	NA	NA	NA	NA	NA	NA	NA	NA	3410	NA	7.5	583	captivity	small	acceptable	NA	NA	NA	NA	NA	454583
57	Animalia	Chordata	Actinopterygii	Characiformes	Hepsetidae	Hepsetus	Hepsetus_odoe	Pike characid	NA	NA	NA	NA	NA	NA	NA	NA	NA	2200	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
58	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_aestivalis	Blueback shad	1460	1277	NA	NA	NA	NA	NA	NA	NA	110	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
59	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_agone	Twaite shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	825	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
60	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_alabamae	Alabama shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
61	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_alosa	Alice shad	1642	1277	NA	NA	NA	NA	NA	NA	NA	2200	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
62	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_caspia	Caspian shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	65	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
63	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_chrysochloris	Blue herring	NA	NA	NA	NA	NA	NA	NA	NA	NA	935	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
64	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_macedonica	Macedonia shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	330	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
65	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_maeotica	Black sea shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
66	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_pontica	Pontic shad	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
67	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_pseudoharengus	Alewife	1642	1277	NA	NA	NA	NA	NA	NA	NA	110	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
68	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Alosa	Alosa_sapidissima	American shad	1678	1569	NA	NA	NA	NA	NA	NA	NA	3025	NA	13	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
69	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Amblygaster	Amblygaster_sirm	Spotted sardinella	310	350	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
70	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupea	Clupea_harengus	Atlantic herring	1095	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	22	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1585
71	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupea	Clupea_pallasii	Pacific herring	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19	520	wild	medium	acceptable	NA	NA	NA	NA	NA	520524
72	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Clupeonella	Clupeonella_cultriventris	Black sea sprat	912	912	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
73	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Dorosoma	Dorosoma_cepedianum	American gizzard shad	730	730	NA	NA	NA	NA	NA	NA	NA	1089	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
74	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Dorosoma	Dorosoma_petenense	Threadfin shad	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
75	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Escualosa	Escualosa_thoracata	White sardine	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	454
76	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Gilchristella	Gilchristella_aestuaria	Gilchrists round herring	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
77	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Harengula	Harengula_jaguana	Scaled herring	365	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454690
78	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Potamalosa	Potamalosa_richmondia	Australian freshwater herring	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
79	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardina	Sardina_pilchardus	European pilchard	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
80	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella_aurita	Round sardinella	365	365	NA	NA	NA	NA	NA	NA	NA	125.95	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
81	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella_gibbosa	Goldstripe sardinella	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
82	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinella	Sardinella_longiceps	Indian oil sardine	730	719	NA	NA	NA	NA	NA	NA	NA	110	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
83	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sardinops	Sardinops_sagax	Pacific sardine	821	821	NA	NA	NA	NA	NA	NA	NA	267.3	NA	25	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454584
84	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Sprattus	Sprattus_sprattus	European sprat	730	730	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454585
85	Animalia	Chordata	Actinopterygii	Clupeiformes	Clupeidae	Tenualosa	Tenualosa_toli	Toli shad	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	unknown	small	low	NA	NA	NA	NA	NA	454
86	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Anchoa	Anchoa_compressa	Deepbody anchovy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
87	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Cetengraulis	Cetengraulis_mysticetus	Anchoveta	365	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
88	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis_australis	Australian anchovy	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
89	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis_encrasicolus	European anchovy	365	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
90	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis_japonicus	Japanese anchovy	365	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
91	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis_mordax	Californian anchoveta	365	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454520
92	Animalia	Chordata	Actinopterygii	Clupeiformes	Engraulidae	Engraulis	Engraulis_ringens	Peruvian anchoveta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
93	Animalia	Chordata	Actinopterygii	Cypriniformes	Balitoridae	Barbatula	Barbatula_barbatula	Stone loach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
94	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Carpiodes	Carpiodes_carpio	River carpsucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	2524.5	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
95	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Carpiodes	Carpiodes_cyprinus	Quillback	NA	NA	NA	NA	NA	NA	NA	NA	NA	1617	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
96	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Carpiodes	Carpiodes_velifer	Highfin carpsucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
97	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_catostomus	Longnose sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	1800	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
98	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_commersonii	White sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	1617	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
99	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_macrocheilus	Largescale sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
100	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_microps	Modoc sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
101	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_occidentalis	Sacramento sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1
102	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_platyrhynchus	Mountain sucker	1277	1003	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
103	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_rimiculus	Klamath smallscale sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
104	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Catostomus	Catostomus_tahoensis	Tahoe sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
105	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Chasmistes	Chasmistes_cujus	Cui-ui	5657	5657	NA	NA	NA	NA	NA	NA	NA	1496	NA	41	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
106	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Chasmistes	Chasmistes_liorus	June sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	40	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
107	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Cycleptus	Cycleptus_elongatus	Blue sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
108	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Cycleptus	Cycleptus_meridionalis	Southeastern blue sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	33	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
109	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Deltistes	Deltistes_luxatus	Lost river sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
110	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Erimyzon	Erimyzon_oblongus	Creek chubsucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
111	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Hypentelium	Hypentelium_nigricans	Northern hog sucker	1000	700	NA	NA	NA	NA	NA	NA	NA	700	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	442454
112	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Hypentelium	Hypentelium_roanokense	Roanoke hog sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
113	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	Ictiobus_bubalus	Smallmouth buffalo	NA	NA	NA	NA	NA	NA	NA	NA	NA	20515	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
114	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	Ictiobus_cyprinellus	Bigmouth buffalo	NA	NA	NA	NA	NA	NA	NA	NA	NA	17545	NA	20	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
115	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Ictiobus	Ictiobus_niger	Black buffalo	NA	NA	NA	NA	NA	NA	NA	NA	NA	15785	NA	24	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
116	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Minytrema	Minytrema_melanops	Spotted sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	676.5	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
117	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_anisurum	Silver redhorse	NA	NA	NA	NA	NA	NA	NA	NA	NA	5940	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
118	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_breviceps	Hookfin redhorse	1460	1460	NA	NA	NA	NA	NA	NA	NA	750	NA	8	442	unknown	medium	questionable	NA	NA	NA	NA	NA	442
119	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_carinatum	River redhorse	1095	1095	NA	NA	14500	NA	NA	NA	NA	3089	NA	12	NA	unknown	medium	questionable	NA	NA	NA	NA	NA	442454
120	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_duquesnii	Black redhorse	1095	1095	NA	NA	NA	NA	NA	NA	NA	1250	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	442454
121	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_erythrurum	Golden redhorse	NA	NA	NA	NA	NA	NA	NA	NA	NA	2244	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
122	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Moxostoma	Moxostoma_macrolepidotum	Shorthead redhorse	NA	NA	NA	NA	NA	NA	NA	NA	NA	2194.5	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
123	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	Thoburnia_atripinnis	Blackfin sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
124	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	Thoburnia_hamiltoni	Rustyside sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
125	Animalia	Chordata	Actinopterygii	Cypriniformes	Catostomidae	Thoburnia	Thoburnia_rhothoeca	Torrent sucker	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
126	Animalia	Chordata	Actinopterygii	Cypriniformes	Cobitidae	Misgurnus	Misgurnus_fossilis	Loach	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21.7	520	captivity	small	acceptable	NA	NA	NA	NA	NA	520
127	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Abramis	Abramis_brama	Bream	2007	1825	NA	NA	NA	NA	NA	NA	NA	3305.5	NA	23	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454584
128	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Aspius	Aspius_aspius	Asp	1277	1277	NA	NA	NA	NA	NA	NA	NA	4950	NA	11	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
129	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	Barbus_bynni	Barb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.3	520	captivity	small	acceptable	NA	NA	NA	NA	NA	520
130	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	Barbus_mattozi	Papermouth	NA	NA	NA	NA	NA	NA	NA	NA	NA	745.25	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
131	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Barbus	Barbus_treurensis	Treur barb	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
132	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Campostoma	Campostoma_oligolepis	Largescale stoneroller	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
133	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Carassius	Carassius_auratus	Goldfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	41	1	wild	medium	acceptable	NA	NA	NA	NA	NA	1401402
134	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chondrostoma	Chondrostoma_nasus	Sneep	NA	NA	NA	NA	NA	NA	NA	NA	NA	825	NA	15	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
135	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	Chrosomus_cumberlandensis	Blackside dace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
136	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	Chrosomus_eos	Northern redbelly dace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
137	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	Chrosomus_erythrogaster	Southern redbelly dace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
138	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Chrosomus	Chrosomus_neogaeus	Finescale dace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
139	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Clinostomus	Clinostomus_elongatus	Redside dace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
140	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Couesius	Couesius_plumbeus	Lake chub	1095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
141	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Ctenopharyngodon	Ctenopharyngodon_idella	Grass carp	1520	1460	NA	NA	NA	NA	NA	NA	NA	24750	NA	21	523	unknown	medium	acceptable	NA	NA	NA	NA	NA	454523
142	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella_analostana	Satinfin shiner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
143	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella_galactura	Whitetail shiner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
144	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella_lutrensis	Red shiner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
145	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella_spiloptera	Spotfin shiner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
146	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinella	Cyprinella_whipplei	Steelcolor shiner	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
147	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Cyprinus	Cyprinus_carpio	Common carp	1095	1095	4	NA	3e5	NA	NA	NA	NA	10600	NA	47	1	captivity	large	acceptable	NA	NA	NA	NA	NA	1104442
148	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Danio	Danio_rerio	Zebra danio or zebrafish	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	3	captivity	large	high	NA	NA	NA	NA	NA	3707114014148261e15
149	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Exoglossum	Exoglossum_laurae	Tonguetied minnow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
150	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Exoglossum	Exoglossum_maxillingua	Cutlips minnow	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
151	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gila	Gila_orcuttii	Arroyo chub	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
152	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gila	Gila_robusta	Roundtail chub	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
153	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Gobio	Gobio_gobio	Gudgeon	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
154	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeo	Labeo_altivelis	Rednose labeo	NA	NA	NA	NA	NA	NA	NA	NA	NA	1980	NA	9	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
155	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeo	Labeo_rohita	Rohu	1073	985	NA	NA	NA	NA	NA	NA	NA	24750	NA	10	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
156	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Labeobarbus	Labeobarbus_aeneus	Smallmouth yellowfish	NA	NA	NA	NA	NA	NA	NA	NA	NA	4310.35	NA	12	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
157	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Lepidomeda	Lepidomeda_mollispinis	Virgin spinedace	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
158	Animalia	Chordata	Actinopterygii	Cypriniformes	Cyprinidae	Leucaspius	Leucaspius_delineatus	Belica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	454	wild	medium	acceptable	NA	NA	NA	NA	NA	454
